Unique Identifier,Department,Category,Policy Order,Link,Description
AR-21-60,City Manager's Office,Awaiting Report,POR 2021 #175,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3958&MediaPosition=&ID=14651&CssClass=,"Report on reviewing the residential parking permit program to determine whether the criteria for this program can be modified to limit the issuance of residential permits to vehicles that are primarily utilized for personal, non-commercial use."
AR-21-61,City Manager's Office,Awaiting Report,POR 2021 #176,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3958&MediaPosition=&ID=14653&CssClass=,"Report on the City’s rodent and pest control efforts since February 2020, to outline what metrics are being used to determine the effectiveness of these efforts, and to issue recommendations as to whether increasing the budget for these efforts, as well as creating new incentives and penalties to ensure community compliance with regulations around rodent control, would lead to a greater level of success in resolving this issue."
AR-21-62,City Manager's Office,Awaiting Report,POR 2021 #177,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3958&MediaPosition=&ID=14655&CssClass=,Report on the feasibility of installing lights at all Cambridge dog parks.
AR-21-63,City Manager's Office,Awaiting Report,POR 2021 #181,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3958&MediaPosition=&ID=14657&CssClass=,"Report on using only locally sourced produce, farmers, and resident gardeners to study the feasibility of spending Coronavirus Local Fiscal Recovery Funds to address food insecurity by installing raised garden beds throughout Cambridge and providing free, fresh, locally-grown food for residents in need."
AR-21-64,City Manager's Office,Awaiting Report,POR 2021 #189,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3960&MediaPosition=&ID=14719&CssClass=,"Report on the efforts the City has made toward creating LGBTQ+-Friendly Housing over the past decade, to state what impediments had been identified in realizing this effort, and to outline recommendations for how the City may successfully create such housing within the next three years."
AR-21-65,City Manager's Office,Awaiting Report,POR 2021 #192,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3960&MediaPosition=&ID=14720&CssClass=,Report on the milestones that will be used to determine when the indoor mask mandate will no longer be needed.
AR-21-66,City Manager's Office,Awaiting Report,POR 2021 #199,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3960&MediaPosition=&ID=14766&CssClass=,Report on reaching out to the owner of 689 Massachusetts Avenue to inquire about the prospect of selling this building to the City of Cambridge.
AR-21-67,City Manager's Office,Awaiting Report,POR 2021 #203,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3960&MediaPosition=&ID=14767&CssClass=,"Report on working with the staff at the Cambridge Historical Commission, the DCR Commissioner, and members of Cambridge’s state delegation to approve, fund and execute the design and installation of a suitable historic marker by April 2022 to recognize the vision of Frederick Law Olmsted and others in transforming the Cambridge riverfront landscape."
AR-21-68,City Manager's Office,Awaiting Report,POR 2021 #207,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3961&MediaPosition=&ID=14802&CssClass=,Report on re-establishing the Community School Neighborhood Councils.
AR-21-69,City Manager's Office,Awaiting Report,POR 2021 #216,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3962&MediaPosition=&ID=14878&CssClass=,Report on determining the feasibility of creating a uniform process for aiding the resettlement of refugees in Cambridge.
AR-21-70,City Manager's Office,Awaiting Report,POR 2021 #217,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3962&MediaPosition=&ID=14879&CssClass=,Report on determining the feasibility of purchasing property from Lesley University to address City goals.
AR-21-71,City Manager's Office,Awaiting Report,POR 2021 #218,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3962&MediaPosition=&ID=14880&CssClass=,Report on placing a cricket field in one of the Cambridge parks.
AR-21-72,City Manager's Office,Awaiting Report,POR 2021 #219,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3962&MediaPosition=&ID=14884&CssClass=,Report on appointing a task force that will hold regular public meetings to solicit ideas and feedback from residents on the distribution of American Rescue Plan Act funds.
AR-21-73,City Manager's Office,Awaiting Report,POR 2021 #222,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3962&MediaPosition=&ID=14885&CssClass=,"Report on confirming with the State if the Truck Restriction map is up to date, who should be enforcing the ban on Alewife Brook Parkway, and what actions can be taken moving forward."
AR-21-74,City Manager's Office,Awaiting Report,POR 2021 #225,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3962&MediaPosition=&ID=14886&CssClass=,Report on supporting the Uplift the Solar Energy Industry in Massachusetts coalition.
AR-21-75,City Manager's Office,Awaiting Report,POR 2021 #227,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3962&MediaPosition=&ID=14887&CssClass=,Report on examining the Safety at the Intersection of Cambridge and Felton Streets.
AR-21-76,City Manager's Office,Awaiting Report,POR 2021 #228,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3962&MediaPosition=&ID=14888&CssClass=,"Report on providing an explanation of the incident, including whether legal requirements and department policies for arrests were properly followed."
AR-21-77,City Manager's Office,Awaiting Report,POR 2021 #229,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3965&MediaPosition=&ID=14930&CssClass=,Report on ways to report pedestrian and cyclist accidents in real time to residents.
AR-21-78,City Manager's Office,Awaiting Report,POR 2021 #230,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3965&MediaPosition=&ID=14931&CssClass=,"Report on in addition to stricter parking enforcement, a viable long-term strategy must be developed to mitigate the issues created by the removal of the metered parking spaces along Massachusetts Avenue near Banks Street to ensure that those providing home-based services to seniors in this neighborhood are fully able to do so."
AR-21-80,City Manager's Office,Awaiting Report,POR 2021 #232,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3965&MediaPosition=&ID=14933&CssClass=,Report on all work done on the Carl Barron Plaza redesign proposal and all feedback from the community including the unhoused community in conjunction with the petition.
AR-21-81,City Manager's Office,Awaiting Report,POR 2021 #234,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3965&MediaPosition=&ID=14934&CssClass=,"Report on conferring with DCR on the possibility of extending the closure of Memorial Drive until at least the final Sunday in December 2021, if not longer, weather permitting."
AR-21-82,City Manager's Office,Awaiting Report,POR 2021 #236,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3965&MediaPosition=&ID=14935&CssClass=,"Report on support of implementing key safety improvements on the Harvard Bridge, including flex post-protected bike lanes by the end of the year and bus lanes as soon as can be feasibly coordinated with the MBTA."
AR-21-83,City Manager's Office,Awaiting Report,POR 2021 #239,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3965&MediaPosition=&ID=14971&CssClass=,Report on piloting a Winter Youth Employment Program to determine if this concept could be expanded beyond just the summer months.
AR-21-84,City Manager's Office,Awaiting Report,POR 2021 #242,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3965&MediaPosition=&ID=14975&CssClass=,"That the City Manager be and hereby is requested to work with CDD and Law Department to present 1) strategies for all buildings, not just the largest ones, while continuing to keep equity in mind, and 2) draft BEUDO amendment language, to a meeting of the Health & Environment Committee for review and consideration no later than November 8, 2021, such language to include emissions reductions targets that match or exceed the Commonwealth’s emissions reductions targets."
AR-21-85,City Manager's Office,Awaiting Report,POR 2021 #247,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3966&MediaPosition=&ID=15120&CssClass=,"Report on how people with limited mobility can access services on Massachusetts Avenue with the current proposed bike lane plan include in the report the number of fires in the last ten years on that section of Mass. Avenue requiring a ladder truck, in order to determine the feasibility of allowing two-hour parking including some handicapped spots in bus lanes during off-rush hours to ease the burden on those who rely on cars for transportation out of necessity."
AR-21-86,City Manager's Office,Awaiting Report,POR 2021 #255,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3966&MediaPosition=&ID=15123&CssClass=,"Report on establishing  a working committee to recommend a process for naming the City’s parks, buildings, street corner dedications and playgrounds that is predictable, understandable, and transparent."
AR-21-87,City Manager's Office,Awaiting Report,POR 2021 #245,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3966&MediaPosition=&ID=15107&CssClass=,Report on working to ensure all seniors have access to scam prevention materials and training.
AR-21-88,City Manager's Office,Awaiting Report,POR 2021 #249,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3966&MediaPosition=&ID=15108&CssClass=,"Report on providing a legal opinion regarding the effect of the proposed Ordinance to Limit and monitor campaign donations on the petitioners of a Citizens’ Petition and the Owners, Board members and employees of an organization seeking financial assistance from the city of Cambridge; and to draft enforcement language and to draft language exempting labor unions from the Ordinance  and to provide an opinion about whether Somerville’s Ordinance regarding campaign donations would survive a legal challenge."
AR-21-89,City Manager's Office,Awaiting Report,POR 2021 #256,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3968&MediaPosition=&ID=15147&CssClass=,Report on providing a suitable practice space for the Cambridge Synchronized Swimming Team for Cambridge residents.
AR-21-90,City Manager's Office,Awaiting Report,POR 2021 #258,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3968&MediaPosition=&ID=15148&CssClass=,Report on working with partners including the Cambridge Redevelopment Authority (CRA) and the Central Square Business Improvement District on identifying spaces in Central Square that would support the creation and protection of cultural and human service spaces that align with the City’s goals.
AR-21-91,City Manager's Office,Awaiting Report,POR 2021 #259,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3969&MediaPosition=&ID=15224&CssClass=,"Report on what the standard public process will be prior to implementing new sections of bike lanes, and what general evaluation process will take place post-installation."
AR-21-92,City Manager's Office,Awaiting Report,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3969&MediaPosition=&ID=15225&CssClass=,Report on establishing a plan that will enable Covid-19 home testing to be conducted for seniors and those with significant mobility impediments.
AR-21-93,City Manager's Office,Awaiting Report,POR 2021 #265,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3969&MediaPosition=&ID=15226&CssClass=,Report on instructing the City Solicitor to draft the appropriate ordinance amendments for the City Council to review following the recent charter amendments.
AR-21-94,City Manager's Office,Awaiting Report,POR 2021 #268,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3970&MediaPosition=&ID=15286&CssClass=,Report on proposing possible zoning language that would achieve the goals of incentivizing all construction to be fossil fuel free through a possible special permit process.
AR-21-95,City Manager's Office,Awaiting Report,POR 2021 #269,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3970&MediaPosition=&ID=15287&CssClass=,Report on working with the Election Commission to send voter notification cards for both primary and general special election.
AR-21-96,City Manager's Office,Awaiting Report,POR 2021 #270,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3970&MediaPosition=&ID=15288&CssClass=,Report on reconvening the COVID19 Expert Advisory Panel with a specific focus on combating variants.
AR-21-97,City Manager's Office,Awaiting Report,POR 2021 #271,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3970&MediaPosition=&ID=15289&CssClass=,"Report on creating a publicly accessible, comprehensive list of violence prevention programs that exist in the city and to place this list on the City’s website."
AR-21-98,City Manager's Office,Awaiting Report,POR 2021 #272,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3970&MediaPosition=&ID=15290&CssClass=,Report on Reaffirming Commitment to the Goal of 100% Renewable by 2035.
AR-21-99,City Manager's Office,Awaiting Report,POR 2021 #273,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3970&MediaPosition=&ID=15291&CssClass=,"Report on spending plan and possible reallocation for the anticipated  GLX refunds, and to report to the City Council on the use of GLX Project Participation Agreement funding in a timely manner."
