"Unique Identifier","Department","Category","Policy Order","Link","Description"
"AR-24-20","City Manager's Office","Awaiting Report","POR 2024 #49","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4477&MediaPosition=&ID=23431&CssClass=","Report on proposed near-term amendments to the Parking and Transportation Demand Management Ordinance and the Zoning Ordinance to allow flexibility for property owners to share off-site parking with nearby properties, if necessary, to mitigate the loss of parking resulting from the installation of separated bicycle facilities due to implementation of the Cycling Safety Ordinance"
"AR-24-21","City Manager's Office","Awaiting Report","POR 2024 #51","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4477&MediaPosition=&ID=23433&CssClass=","Report on a community meeting held with residents of Appleton and surrounding streets in the Huron and Brattle Street neighborhoods to review their findings and discuss options for addressing the neighbors‚Äô concerns, including the possibility of restricting traffic entering from the Brattle onto Appleton Street from the hours of 3-7 PM"
"AR-24-22","City Manager's Office","Awaiting Report","POR 2024 #61","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4479&MediaPosition=&ID=24028&CssClass=","Report on the summary of city efforts related to PFAS concerns, an update on educational information that can be shared with the community that outline actions individuals can take to reduce their exposure to PFAS, and provide an overview of the federal and state regulatory environment for PFAS in the wastewater stream."
"AR-24-23","City Manager's Office","Awaiting Report","POR 2024 #63","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4480&MediaPosition=&ID=24235&CssClass=","Report back to the Human Services and Veterans Committee on an issued RFP calling for an agency that will lead the City through a community process that will include, but not be limited to, community education, community feedback, location possibilities, potential legal issues and will include feedback from all neighborhoods, including but not limited to; seniors, businesses and places of worship, the Cambridge Police Department, the Cambridge Fire Department, Pro Ambulance, the Cambridge Health Alliance, shelters, nonprofits working with those experiences substance use disorder, and individuals experiencing substance use disorder themselves."
"AR-24-24","City Manager's Office","Awaiting Report","POR 2024 #66","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4481&MediaPosition=&ID=24320&CssClass=","Report on work done with relevant City departments and the Cambridge Arts Council to consider whether Cambridge could facilitate a porchfest event."
"AR-24-25","City Manager's Office","Awaiting Report","POR 2024 #68","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4482&MediaPosition=&ID=24442&CssClass=","Report on implementing more robust ticketing and parking enforcement measures near the intersection of Norman Street and Belmont Street."
"AR-24-26","City Manager's Office","Awaiting Report","POR 2024 #69","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4482&MediaPosition=&ID=24443&CssClass=","Requested to clarify why the Wage Theft Enforcement Committee has not yet been appointed and to swiftly appoint the committee as called for in the Wage Theft Ordinance."
"AR-24-27","City Manager's Office","Awaiting Report","POR 2024 #71","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4482&MediaPosition=&ID=24444&CssClass=","Provide a list of current zoning initiatives along with CDD’s recommendations for a timeline for completing each of the zoning initiatives in order for the Council to confirm zoning priorities."
"AR-24-28","City Manager's Office","Awaiting Report","POR 2024 #72","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4482&MediaPosition=&ID=24445&CssClass=","Provide a written outreach plan for engaging the community related to the processes underway in Central Square."
"AR-24-29","City Manager's Office","Awaiting Report","POR 2024 #73","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4482&MediaPosition=&ID=24446&CssClass=","Requested to provide the draft Request for Information for the 84 & 96 Bishop Allen Drive to the City Council for review and comment."
"AR-24-30","City Manager's Office","Awaiting Report","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4482&MediaPosition=&ID=24448&CssClass=","Requested to provide to the City Council a detailed justification for the increased fees for Youth Centers for the 2024-2025 school year."
"AR-24-31","City Manager's Office","Awaiting Report","POR 2024 #76","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4483&MediaPosition=&ID=24487&CssClass=","Provide an update to the Municipal Facilities Improvement Plan (MFIP) including revised cost estimates to help inform the FY26 and ongoing capital budget priorities in a timely manner."
"AR-24-32","City Manager's Office","Awaiting Report","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4484&MediaPosition=&ID=24697&CssClass=","Report back on exploring with the MBTA how to best ensure that the public art, Gift of the Wind, is preserved."
"AR-24-33","City Manager's Office","Awaiting Report","POR 2024 #82","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4484&MediaPosition=&ID=24732&CssClass=","Report on developing a policy and systems to ensure that an infrastructure safety audit is made to intersections where a crash results in a serious injury and implement needed safety improvements."
"AR-24-34","City Manager's Office","Awaiting Report","POR 2024 #84","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4484&MediaPosition=&ID=24737&CssClass=","Report on how have community events and ways to inform residents of all efforts to improve driving, cycling, and pedestrian safety and educate residents on how best to safely follow the rules when using roadways."
"AR-24-35","City Manager's Office","Awaiting Report","POR 2024 #92","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4572&MediaPosition=&ID=24920&CssClass=","Report back to the City Council with an update on the Children Savings Accounts Program with the East Cambridge Savings Bank."
"AR-24-36","City Manager's Office","Awaiting Report","POR 2024 #88","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4572&MediaPosition=&ID=24921&CssClass=","Provide a plan for keeping residents, businesses and public safety officials informed about the status of current and future inter-jurisdictional transportation projects."
"AR-24-37","City Manager's Office","Awaiting Report","POR 2024 #93","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4572&MediaPosition=&ID=24922&CssClass=","That the City Manager is requested to work with relevant City departments to consider a number of city application processes and find ways to reduce paper and printing waste."
"AR-24-39","City Manager's Office","Awaiting Report","POR 2024 #96","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4572&MediaPosition=&ID=25018&CssClass=","The City Manager is requested to reach out to the Executive Director of the Cambridge Housing Authority to explore the feasibility of utilizing the large screen televisions in the community rooms of CHA buildings to enable seniors living in these buildings to participate in (via public comment) and view City Council meetings as they are held"
"AR-24-40","City Manager's Office","Awaiting Report","POR 2024 #98","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4572&MediaPosition=&ID=25019&CssClass=","The City Manager is requested to take the necessary actions to ensure the City’s Gold Star Pool remains open through the end of September 2024, and shall be ready to open at the start of June 2025, three weeks earlier than the pool opened this year."
"AR-24-41","City Manager's Office","Awaiting Report","POR 2024 #99","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4572&MediaPosition=&ID=25020&CssClass=","The City Manager is requested to direct the appropriate City staff to work with the City of Somerville to address the parking signage on Seven Pines Avenue."
"AR-24-42","City Manager's Office","Awaiting Report","POR 2024 #100","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4572&MediaPosition=&ID=25021&CssClass=","The City Manager is requested to work with all relevant city and state departments to amend the Do Not Enter sign at the entrance of Whittemore Avenue from Alewife Brook Parkway to include an exception for abutters."
"AR-24-43","City Manager's Office","Awaiting Report","POR 2024 #106","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4572&MediaPosition=&ID=25022&CssClass=","The City Manager is requested to work with relevant staff and departments to conduct outreach to Cambridge colleges and universities about the pilot University Pass Program and coordinate with the MBTA and report back to the City Council on these outreach efforts."
"AR-24-44","City Manager's Office","Awaiting Report","POR 2024 #108","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4572&MediaPosition=&ID=25023&CssClass=","The City Manager is requested to work with the Law Department to provide a legal opinion on whether Cambridge can enact a local ordinance or regulation similar to H.3685, which would prohibit associations from unreasonably restricting the use of a solar energy system, or whether the City should submit a Home Rule Petition to ensure access to solar energy for residents."
"AR-24-45","City Manager's Office","Awaiting Report","POR 2024 #109","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4572&MediaPosition=&ID=25024&CssClass=","The City Manager is requested to work with relevant departments to review climate leading heating and cooling regulations and direct the appropriate departments to develop and implement a policy that aligns with Cambridge’s climate leadership to ensure that City operated buildings have default temperatures that align with health and sustainability best practices , including differing guidelines for workplace occupancy hours and outside of business hours."
"AR-24-46","City Manager's Office","Awaiting Report","POR 2024 #112","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4576&MediaPosition=&ID=25122&CssClass=","City Manager is requested to direct the appropriate City staff to prioritize the repair of the water bubbler at Anderson Tennis Courts on Pemberton Street."
"AR-24-47","City Manager's Office","Awaiting Report","POR 2024 #115","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4576&MediaPosition=&ID=25124&CssClass=","The City Manager is requested to direct the appropriate City staff to provide a comprehensive report outlining the City's knowledge of the garbage chute issues at 1 Leighton Street."
"AR-24-48","City Manager's Office","Awaiting Report","POR 2024 #116","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4576&MediaPosition=&ID=25126&CssClass=","The City Manager is requested to direct the appropriate City staff to enact policy that will extend the priority period for Social Equity and Equity Empowerment cannabis business applicants for a period of six months to one year, or until guidance has been received from the Cannabis Control Commission."
"AR-24-49","City Manager's Office","Awaiting Report","POR 2024 #119","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4576&MediaPosition=&ID=25128&CssClass=","The City Manager is requested to work with relevant departments to provide a status update on the implementation of the PACE program and provide resources and information for property owners; and provide any recommendations for expanding PACE adoption."
"AR-24-50","City Manager's Office","Awaiting Report","POR 2024 #120","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4576&MediaPosition=&ID=25130&CssClass=","The City Manager is requested to provide an update on progress towards providing a recommendation for changes to the existing ordinance and a report on the impact of the Short-Term Rentals in Cambridge, including how enforcement happens and how many units are registered and available."
"AR-24-51","City Manager's Office","Awaiting Report","POR 2024 #123","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4576&MediaPosition=&ID=25134&CssClass=","The City Manager is requested to provide a status Update on Automated Parking Enforcement."
