Unique Identifier,Department,Category,Policy Order,Link,Description
AR-18-66,City Manager's Office,Awaiting Report,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2151&MediaPosition=&ID=7370&CssClass=,Report on establishing a Young Adult Civic Unity Committee to be modeled after the Citizen Civic Unity Committee and to recruit applicants from all across the community and across all socio-economic backgrounds.
AR-18-67,City Manager's Office,Awaiting Report,POR 2018 #162,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2151&MediaPosition=&ID=7371&CssClass=,Report on allocating additional supplemental funds in the FY19 Budget and a line item allocated in the FY20 Budget for legal aid contracts so that more legal assistance is available to residents facing displacement and other housing-related emergencies.
AR-18-68,City Manager's Office,Awaiting Report,POR 2018 #163,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2151&MediaPosition=&ID=7372&CssClass=,Report on determining the permitting and legality issues of Peer-to-Peer Car Sharing in the City of Cambridge.
AR-18-69,City Manager's Office,Awaiting Report,POR 2018 #164,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2151&MediaPosition=&ID=7373&CssClass=,"Report on identifying additional opportunities to plant trees in public spaces throughout the city, particularly in underserved areas of the city, and present a timeline in which this will happen including any necessary fiscal appropriations, as a part of the broader effort to rebuild our declining tree canopy."
AR-18-70,City Manager's Office,Awaiting Report,POR 2018 #165,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2151&MediaPosition=&ID=7374&CssClass=,"Report whenever a city owned public tree (not considered a “street tree” under 87.3) must be removed for reason other than disease or threat to public safety, and that a public hearing be scheduled prior to its removal."
AR-18-71,City Manager's Office,Awaiting Report,POR 2018 #168,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7384&CssClass=,Report on an overview of leaf blower enforcement and registrations that occurred during the Spring 2018 season.
AR-18-72,City Manager's Office,Awaiting Report,POR 2018 #169,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7390&CssClass=,"Report on conducting two meetings by the end of July 2018, specifically for seniors, regarding the plan for South Massachusetts Avenue which includes a much more thorough process of community engagement and outreach."
AR-18-73,City Manager's Office,Awaiting Report,POR 2018 #172,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7391&CssClass=,Report on establishing and implementing a dynamic new initiative that will seek to place Port residents (ages 18 and over) on paths to jobs with family-sustaining wages.
AR-18-74,City Manager's Office,Awaiting Report,POR 2018 #174,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7392&CssClass=,Report on ensuring water features in all City-owned tot-lot parks are in proper working condition.
AR-18-75,City Manager's Office,Awaiting Report,POR 2018 #176,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7393&CssClass=,"Report on ensuring the new zoning regulations and table of land use, licensing and permitting process, Host Community Agreements, and Economic Development Department programming reflect best equity practices and ensure Cambridge residents benefit from the cannabis industry."
AR-18-76,City Manager's Office,Awaiting Report,POR 2018 #177,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7394&CssClass=,Report on including a Job Linkage fee to the list of topics being evaluated in the upcoming Incentive Zoning Nexus Study.
AR-18-77,City Manager's Office,Awaiting Report,POR 2018 #178,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7395&CssClass=,"Report on the status of various efforts by the FAA, MassPort, MIT and the Massport Community Advisory Committee to study, assess and address noise issues associated with flights in and out of Logan Airport."
AR-18-78,City Manager's Office,Awaiting Report,POR 2018 #179,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7396&CssClass=,"Report on meeting with representatives from DCR, Friends of Magazine Beach, the cycling community, and all other stakeholders to develop a design and funding plan to ensure that the essential safety upgrades to the Paul Dudley White Community Path are completed to complement the ongoing Magazine Beach renovations."
AR-18-79,City Manager's Office,Awaiting Report,POR 2018 #185,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2258&MediaPosition=&ID=7518&CssClass=,Report on the Grand Junction Overlay District and provide update in September.
AR-18-80,City Manager's Office,Awaiting Report,POR 2018 #186,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2258&MediaPosition=&ID=7519&CssClass=,Report on the Sherman Street train crossing and related train traffic with the goal of implementing whatever street and intersection changes are necessary to get this area re-designated a “quiet zone.”
AR-18-81,City Manager's Office,Awaiting Report,POR 2018 #187,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2258&MediaPosition=&ID=7520&CssClass=,Report on efforts to be made to ensure that at least one public building at an accessible location can be open on a Sunday or holiday that coincides with an extreme heat event.
AR-18-82,City Manager's Office,Awaiting Report,POR 2018 #191,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2258&MediaPosition=&ID=7521&CssClass=,Report on discussions with Lesley University or the Episcopal Divinity School about purchasing the property for affordable housing development and the results of any such discussion.
AR-18-83,City Manager's Office,Awaiting Report,POR 2018 #192,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2258&MediaPosition=&ID=7522&CssClass=,Report on an action plan to work with the City’s Community-Based Organizations to create a network of summertime evening programming to reduce the threat of violence in the City’s public spaces in 2019 and beyond.
AR-18-84,City Manager's Office,Awaiting Report,POR 2018 #193,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2258&MediaPosition=&ID=7523&CssClass=,Report on requesting information from the Executive Director of the Human Rights Commission on answers to additional outstanding housing-related questions.
AR-18-85,City Manager's Office,Awaiting Report,POR 2018 #196,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2258&MediaPosition=&ID=7524&CssClass=,Report on the feasibility of appointing an advisory committee to work through resiliency elements raised during the Envision process and through the Brown petition.
AR-18-86,City Manager's Office,Awaiting Report,POR 2018 #197,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2258&MediaPosition=&ID=7525&CssClass=,"Report on the feasibility of adopting a policy of replacing any failed 4000K LED streetlights with warmer alternatives as opportunities arise, and offering shielding/filtering upon request from nearby residents whenever possible."
AR-18-87,City Manager's Office,Awaiting Report,POR 2018 #199,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2258&MediaPosition=&ID=7526&CssClass=,Report on the navigational editing capabilities of the City of Cambridge.
AR-18-88,City Manager's Office,Awaiting Report,POR 2018 #200,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2258&MediaPosition=&ID=7528&CssClass=,"Report on contracting with an outside survey company to conduct a comprehensive evaluation of inclusionary tenants' experiences, with a particular emphasis on biased practices."
AR-18-89,City Manager's Office,Awaiting Report,POR 2018 #206,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7656&CssClass=,Reporting on establishing an Inman Square Business Impact Plan ahead of formally initiating the Inman Square street reconfiguration process.
AR-18-90,City Manager's Office,Awaiting Report,POR 2018 #202,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7696&CssClass=,Report on the feasibility of establishing a crosswalk at the intersection of Soden Street and Western Avenue.
AR-18-91,City Manager's Office,Awaiting Report,POR 2018 #205,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7697&CssClass=,Report on drafting a plan that shall allow the Mayor’s Annual Harvard Senior Luncheon to be held regardless of the weather conditions.
AR-18-92,City Manager's Office,Awaiting Report,POR 2018 #204,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7698&CssClass=,Report on increasing enforcement of the Bike Lane Bill to keep our bicycle infrastructure free and unobstructed.
AR-18-93,City Manager's Office,Awaiting Report,POR 2018 #207,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7699&CssClass=,Report on the sale of The Constellation Center's Parcel C in Kendall Square.
AR-18-94,City Manager's Office,Awaiting Report,POR 2018 #208,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7700&CssClass=,"Report on considering to work with consultants and other available resources to help incorporate data access and management concerns into discussions, permits and licenses for new mobility platforms."
AR-18-95,City Manager's Office,Awaiting Report,POR 2018 #209,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7701&CssClass=,Report on the change in parking regulations which does not allow for property owners to park in front of their own driveways.
AR-18-96,City Manager's Office,Awaiting Report,POR 2018 #210,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7702&CssClass=,"Report on how the City views internet-based platforms as opportunities for outreach and communication and what sort of guidelines have been, or are being, developed to help everyone understand how the City’s various departments do or do not utilize these communication resources and how any communications on these platforms are managed so that the messaging and information is kept up-to-date."
AR-18-97,City Manager's Office,Awaiting Report,POR 2018 #212,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7703&CssClass=,Report on updating the vacant property database as well as reviewing the strategies presented in the Storefront Vacancies Best Practices Report.
AR-18-98,City Manager's Office,Awaiting Report,POR 2018 #219,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7704&CssClass=,"Report on the recognition of National Energy Awareness Month, as a means of highlighting the importance of achieving the goals set forth in the Net Zero Action Plan."
AR-18-99,City Manager's Office,Awaiting Report,POR 2018 #220,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7705&CssClass=,Report on the creation and implementation of a survey or other feedback mechanism for individuals who have been in contact with the Human Rights Commission.
AR-18-100,City Manager's Office,Awaiting Report,POR 2018 #221,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7706&CssClass=,Report on taking all possible immediate actions to preserve and restore Linear Park.
AR-18-101,City Manager's Office,Awaiting Report,POR 2018 #225,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7747&CssClass=,Report on identifying ways to raise awareness about the prevalence of food allergies and decrease the level of risk posed by food remnants left in public parks and playgrounds.
AR-18-102,City Manager's Office,Awaiting Report,POR 2018 #228,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7748&CssClass=,Report on the potential of utilizing the Icelandic crosswalk design in an intersection in East Cambridge.
AR-18-103,City Manager's Office,Awaiting Report,POR 2018 #230,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7749&CssClass=,Report on seeking a formal response from CVS as it relates to a racial profiling incident.
AR-18-104,City Manager's Office,Awaiting Report,POR 2018 #234,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7750&CssClass=,Report on a list of streets where it is recommended that the speed be reduced to 20 MPH
AR-18-105,City Manager's Office,Awaiting Report,POR 2018 #236,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7821&CssClass=,Report on the feasibility of placing a condition in the public bidding documents prohibiting municipal contractors from displaying any signage other than company markers and contact information on vehicles.
AR-18-106,City Manager's Office,Awaiting Report,POR 2018 #237,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7822&CssClass=,Report on celebrating National Fallen Firefighters Memorial Weekend in October of 2019 by scheduling a commemoration ceremony and lighting up City Hall and individual firehouses.
AR-18-107,City Manager's Office,Awaiting Report,POR 2018 #240,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7823&CssClass=,Report on prioritizing the Public Safety outreach measures in the FY20 budget.
AR-18-108,City Manager's Office,Awaiting Report,POR 2018 #244,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=7922&CssClass=,Report on offering early voting in City Council and School Committee Elections.
AR-18-109,City Manager's Office,Awaiting Report,POR 2018 #245,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=7923&CssClass=,Report on the feasibility of fencing off an area on the North side of the Joan Lorentz park for a dog park or at another suitable location in Mid-Cambridge.
AR-18-110,City Manager's Office,Awaiting Report,POR 2018 #246,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=7924&CssClass=,"Report on determining whether unisex bathrooms can be installed in City Hall, or whether existing bathrooms could be modified into unisex bathrooms."
AR-18-111,City Manager's Office,Awaiting Report,POR 2018 #250,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=7926&CssClass=,Report on addressing the increase of TNC-associated vehicles stopping in the middle of streets and bicycle lanes.
AR-18-112,City Manager's Office,Awaiting Report,POR 2018 #251,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=7927&CssClass=,Report on determining what measures would best serve to prevent vehicles from blocking the Fresh Pond Mall's driveway onto Alewife Brook Parkway.
AR-18-113,City Manager's Office,Awaiting Report,POR 2018 #255,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=7928&CssClass=,"Report on coordinating a walk down Rindge Avenue, covering at least from Haskell Street to Sherman Street, to analyze the congestion and intersections with interested residents to try to find mitigating solutions or to explain why mitigation may not be possible"
AR-18-114,City Manager's Office,Awaiting Report,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=7929&CssClass=,Report on opportunities and plans to increase signage or other communication efforts to help ensure that all users of Brattle Street between Eliot and Mason Streets understand the cyclists may be using Brattle Street in the opposite direction of prevailing motor vehicle traffic.
AR-18-115,City Manager's Office,Awaiting Report,POR 2018 #259,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=7930&CssClass=,Report on the current status of the Surveillance Technology Ordinance and a date the City Council can expect an updated version of the proposed Ordinance.
AR-18-116,City Manager's Office,Awaiting Report,POR 2018 #260,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=7931&CssClass=,Report on the current status of any City Hall renovation plans and a timeline of planned events.
AR-18-117,City Manager's Office,Awaiting Report,POR 2018 #261,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=7932&CssClass=,"Report on using the best available salt substitutes and additives, and apply all other appropriate chloride reduction practices this winter in all areas where salt may be damaging trees, including but not limited to Linear Park."
AR-18-118,City Manager's Office,Awaiting Report,POR 2018 #270,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=7985&CssClass=,Report on funding additional City summer food sites and collaborate on creative and innovative ways to engage participants in programming that will increase the use of open food sites.
AR-18-119,City Manager's Office,Awaiting Report,POR 2018 #271,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=7987&CssClass=,"Report on evaluating the existing capacity of fire stations in the Kendall Square area and whether a new fire station is needed, and if so, determining the feasibility of locating a plot of land for this use."
AR-18-120,City Manager's Office,Awaiting Report,POR 2018 #273,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=8009&CssClass=,Report on rethinking the approach to Envision Cambridge including a fact sheet on the three zoning analyses during presentations to the community and focus the presentations on getting feedback and buy-in on the goals of all six Envision Cambridge Working Groups.
AR-18-121,City Manager's Office,Awaiting Report,POR 2018 #276,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2266&MediaPosition=&ID=8101&CssClass=,"Report on the bike lane installation, and measures and actions such as increased police enforcement of speed limits, to improve safety of Museum Way immediately with particular emphasis on the intersection of Museum Way and Route 28."
AR-18-122,City Manager's Office,Awaiting Report,POR 2018 #277,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2266&MediaPosition=&ID=8102&CssClass=,"Report on the possibility of posting a ""no trucks"" sign on Hancock Street."
AR-18-123,City Manager's Office,Awaiting Report,POR 2018 #283,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2266&MediaPosition=&ID=8104&CssClass=,Report on ensuring funding for our municipal media services.
AR-18-124,City Manager's Office,Awaiting Report,POR 2018 #284,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2266&MediaPosition=&ID=8105&CssClass=,Report on contacting the owners of Twin City Plaza about the leasing of parking spaces for construction vehicles instead of storing the vehicles on Gore Street.
AR-18-125,City Manager's Office,Awaiting Report,POR 2018 #286,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2266&MediaPosition=&ID=8106&CssClass=,Report on providing an update on the latest 911 technologies available to Cambridge residents.
AR-18-126,City Manager's Office,Awaiting Report,POR 2018 #262,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2266&MediaPosition=&ID=8107&CssClass=,Report back on the protected bicycle infrastructure along the entire length of River Street as part of the FY20 River Street Redesign project.
AR-18-127,City Manager's Office,Awaiting Report,POR 2018 #290,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2268&MediaPosition=&ID=8118&CssClass=,Report on providing a timeline when the City Council can expect to receive the draft zoning and public health regulations for urban farming.
AR-18-128,City Manager's Office,Awaiting Report,POR 2018 #291,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2268&MediaPosition=&ID=8121&CssClass=,Report on creating a Small Business Saturday strategy that increases traffic to our local businesses during the 2019 holiday season.
AR-18-129,City Manager's Office,Awaiting Report,POR 2018 #272,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2268&MediaPosition=&ID=8202&CssClass=,"Report on conducting  a comprehensive, independent planning, and parking study of the neighborhood and use of the First Street Garage within 6months."
AR-18-130,City Manager's Office,Awaiting Report,POR 2018 #296,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2268&MediaPosition=&ID=8203&CssClass=,"Report on working with the Chair of the Civic Unity Committee, the Director of the Cambridge Library, the Director of 22-CityView, the Director of the Women’s Commission, and any other appropriate City personnel to begin planning for a public discussion in recognition of 100 Years of Women’s Suffrage."
AR-18-131,City Manager's Office,Awaiting Report,POR 2018 #297,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2268&MediaPosition=&ID=8205&CssClass=,"Report on the use of the cigarette disposal box program, how they are functioning, how many the City has installed, how often they are emptied, if the program will be expanded, and any other relevant program details."
AR-18-132,City Manager's Office,Awaiting Report,POR 2018 #298,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2268&MediaPosition=&ID=8206&CssClass=,Report on the negative traffic impact regarding the Davis Square Neighborhood Plan.
AR-18-133,City Manager's Office,Awaiting Report,POR 2018 #302,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2268&MediaPosition=&ID=8207&CssClass=,Report on raising the fines for blocking both loading zones and bike lanes to a comparable rate to Boston for the 2020 fiscal year.
AR-18-134,City Manager's Office,Awaiting Report,POR 2018 #304,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2268&MediaPosition=&ID=8209&CssClass=,"Report on creating a more inclusive city website, including an Open Meeting Portal registration form that does not require the use of gendered pronouns, salutations or titles."
AR-18-135,City Manager's Office,Awaiting Report,POR 2018 #306,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2268&MediaPosition=&ID=8211&CssClass=,Report on safety improvements on Museum Way and Craigie Bridge.
AR-18-136,City Manager's Office,Awaiting Report,POR 2018 #308,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2268&MediaPosition=&ID=8212&CssClass=,Report back on submitting a proposal that candidates would agree to not accept donations from person outside of the Commonwealth of Massachusetts.
AR-18-137,City Manager's Office,Awaiting Report,POR 2018 #311,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2268&MediaPosition=&ID=8213&CssClass=,Report on reviewing the FCC Regulations on Small Cell Technology.
AR-18-138,City Manager's Office,Awaiting Report,POR 2018 #312,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2269&MediaPosition=&ID=8265&CssClass=,"Report on Improving Pedestrian Safety and all relevant traffic calming measures to reduce speeding, implementing different paving surfaces, narrowing traffic lanes, installing pedestrian crossing placards affixed to the ground and adding raised intersections."
AR-18-139,City Manager's Office,Awaiting Report,POR 2018 #313,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2269&MediaPosition=&ID=8266&CssClass=,"Report on the possibility of planting a substantial-sized tree at the corner of Inman Street and Massachusetts Avenue, directly on the front lawn of City Hall."
AR-18-140,City Manager's Office,Awaiting Report,POR 2018 #318,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2342&MediaPosition=&ID=8378&CssClass=,Report on updating the Table of Uses and determining the frequency of regularly updating the Table of Uses.
AR-18-141,City Manager's Office,Awaiting Report,POR 2018 #319,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2342&MediaPosition=&ID=8379&CssClass=,Report on safe way to bring power to the curb and across sidewalks to power electric vehicles.
AR-18-142,City Manager's Office,Awaiting Report,POR 2018 #320,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2342&MediaPosition=&ID=8380&CssClass=,"Report on targeting advertising efforts to education cyclists about riding safely and responsible, sharing the road especially at intersections."
AR-18-143,City Manager's Office,Awaiting Report,POR 2018 #321,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2342&MediaPosition=&ID=8381&CssClass=,Report on requiring a business entity's beneficial ownership and residential real estate beneficial ownership  transactions be disclosed in all Cambridge real estate transactions.
AR-18-144,City Manager's Office,Awaiting Report,POR 2018 #323,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2342&MediaPosition=&ID=8382&CssClass=,Report on the process for obtaining and analyzing further detailed and specific eviction data.
AR-19-1,City Manager's Office,Awaiting Report,POR 2019 #4,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2343&MediaPosition=&ID=8446&CssClass=,Report on the recently adopted regulations of the short-term rental revenue and the necessary steps to impose and access the revenue from the excise and community impact fees.
AR-19-2,City Manager's Office,Awaiting Report,POR 2019 #5,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2343&MediaPosition=&ID=8450&CssClass=,Report on allocating a percentage of hotel/motel tax revenue and adult use cannabis tax revenue to the arts in the FY20 budget.
AR-19-3,City Manager's Office,Awaiting Report,POR 2019 #6,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2343&MediaPosition=&ID=8452&CssClass=,Report on establishing a Central Square Improvement Fund and allocate no less than 25% of funds generated to the arts.
AR-19-4,City Manager's Office,Awaiting Report,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2343&MediaPosition=&ID=8458&CssClass=,"Report on the City's 1% for arts ordinance, which projects have met the threshold and which have fallen short, and whether it can be adjusted to account for ensuring that all mediums and disciplines of art, including live performance art, receive funding."
AR-19-5,City Manager's Office,Awaiting Report,POR 2019 #14,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2343&MediaPosition=&ID=8461&CssClass=,Report on how to provide public representation to the major project Selection Committees.
AR-19-6,City Manager's Office,Awaiting Report,POR 2019 #15,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2344&MediaPosition=&ID=8483&CssClass=,Report on outlining how a prolonged Federal Government shut-down may impact the people of Cambridge.
AR-19-7,City Manager's Office,Awaiting Report,POR 2019 #16,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2344&MediaPosition=&ID=8484&CssClass=,Report on Boston’s Electric Vehicle Charging Station Home Rule Petition and propose similar language for the City Council to consider.
AR-19-8,City Manager's Office,Awaiting Report,POR 2019 #17,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2344&MediaPosition=&ID=8485&CssClass=,Report on whether the department is monitoring aged pipelines to prevent unexpected breaks and if information on the age of the pipes is readily available.
AR-19-9,City Manager's Office,Awaiting Report,POR 2019 #18,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2344&MediaPosition=&ID=8486&CssClass=,"Report on determining what facilities, parking changes, and other improvements to the pavement conditions are possible to make Cambridge’s stretch of Webster Avenue a Complete Street."
AR-19-10,City Manager's Office,Awaiting Report,POR 2019 #20,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2344&MediaPosition=&ID=8487&CssClass=,Report on establishing a system of information-sharing and/ or alternative method for making available that data which may be of beneficial use to the City in analyzing displacement.
AR-19-11,City Manager's Office,Awaiting Report,POR 2019 #26,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2345&MediaPosition=&ID=8556&CssClass=,Report on the feasibility of eliminating the use of plastic water bottles at City and School events.
AR-19-12,City Manager's Office,Awaiting Report,POR 2019 #30,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2345&MediaPosition=&ID=8557&CssClass=,Report on the legality and constitutionality of the proposed “Cambridge Publicly Financed Municipal Election Program” and the “Cambridge Municipal Election People’s Pledge.”
AR-19-13,City Manager's Office,Awaiting Report,POR 2019 #34,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8622&CssClass=,"Report on conferring with Eversource and the appropriate City departments to undertake a series of studies and analyses related to finance, health and safety, building design, and long-term electricity needs before the construction of a substation in East Cambridge."
AR-19-14,City Manager's Office,Awaiting Report,POR 2019 #35,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8623&CssClass=,Report on conducting inventories of both local arts organizations and private foundations that may support them.
