Unique Identifier,Department,Category,Policy Order,Link,Description
AR-22-43,City Manager's Office,Awaiting Report,POR 2022 #120,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4072&MediaPosition=&ID=16515&CssClass=,"Report on establishing a notification system to all neighborhood residents, regardless of whether they own or rent their homes, within a set area where neighborhood disruptions such as infrastructure work or demolitions are scheduled to occur."
AR-22-44,City Manager's Office,Awaiting Report,POR 2022 #122,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4072&MediaPosition=&ID=16516&CssClass=,Report on working with DCR and all relevant City departments to expand Memorial Drive closures in the summer and fall of 2022
AR-22-45,City Manager's Office,Awaiting Report,POR 2022 #125,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16612&CssClass=,"Report on City fields outlining what the field is currently used for and amenities at the fields such as: lighting, dugouts, batting cages, benches, etc."
AR-22-46,City Manager's Office,Awaiting Report,POR 2022 #129,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16613&CssClass=,Report on a plan for piloting more street closures for pedestrianization in Harvard Square.
AR-22-47,City Manager's Office,Awaiting Report,POR 2022 #134,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16738&CssClass=,"Report on requesting Emergency Communications Department and the Election Commission to use the Code Red Text Alerts to send out information regarding the new polling locations for the primary election, and all elections thereafter."
AR-22-48,City Manager's Office,Awaiting Report,POR 2022 #137,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16739&CssClass=,Report on ID Badges For City Employees.
AR-22-49,City Manager's Office,Awaiting Report,POR 2022 #138,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16740&CssClass=,Report on Establishing a Task Force on Cambridge's African American/Black Residents.
AR-22-50,City Manager's Office,Awaiting Report,POR 2022 #139,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16741&CssClass=,Report on establishing Black Men and Boys Commission.
AR-22-51,City Manager's Office,Awaiting Report,POR 2022 #140,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16742&CssClass=,Report on providing Cannabis Industry Information.
AR-22-52,City Manager's Office,Awaiting Report,POR 2022 #141,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16743&CssClass=,Report on providing Incentive Zoning Program Data.
AR-22-53,City Manager's Office,Awaiting Report,POR 2022 #143,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16744&CssClass=,Report on implementing Bristol and Cardinal Medeiros Intersection Improvements.
AR-22-54,City Manager's Office,Awaiting Report,POR 2022 #144,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16745&CssClass=,Report on ways in which we can prepare for a Monkeypox outbreak in the City of Cambridge.
AR-22-55,City Manager's Office,Awaiting Report,POR 2022 #145,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16746&CssClass=,Report on the status of the long term water projections  and on what measures could be taken to conserve water.
AR-22-56,City Manager's Office,Awaiting Report,POR 2022 #146,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16747&CssClass=,Report on a legal opinion on whether a tiered linkage fee system by square footage and/or a marginal rate system would be permitted under the current petition parameters and what was previously advertised.
AR-22-57,City Manager's Office,Awaiting Report,POR 2022 #147,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16748&CssClass=,Report on Policy Order to investigate shared EV or Hybrid free bus service.
AR-22-58,City Manager's Office,Awaiting Report,POR 2022 #154,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4178&MediaPosition=&ID=16841&CssClass=,Report on directing the appropriate City staff to establish a fund designed to assist those City employees in same-sex marriages with paying for surrogacy services in instances where the City’s health insurance providers fail to provide the same coverage afforded to the City’s female employees and those in heterosexual marriages.
AR-22-59,City Manager's Office,Awaiting Report,POR 2022 #155,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4178&MediaPosition=&ID=16842&CssClass=,"Report on repairing the grass at Greene-Rose Heritage Park, and to establish a long- term plan of action."
AR-22-60,City Manager's Office,Awaiting Report,POR 2022 #156,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4178&MediaPosition=&ID=16843&CssClass=,"Report on revising the City block party and play streets signature requirements to a more reasonable threshold, and shorten the timeline between application and event date, and provide more guidance to residents seeking a permit."
AR-22-61,City Manager's Office,Awaiting Report,POR 2022 #160,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4178&MediaPosition=&ID=16844&CssClass=,Report on communicating to the Cambridge Health Alliance the City Council’s support for the reopening of the Cambridge Birth Center for deliveries as soon as possible and City Council support for the protection of existing birth centers and the creation of new birth centers in Cambridge.
AR-22-62,City Manager's Office,Awaiting Report,POR 2022 #163,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4178&MediaPosition=&ID=16924&CssClass=,"Report on the City Manager directing the City Solicitor answer any legal questions that came up during the discussion that occurred during the regular City Council meeting on September, 12th."
AR-22-63,City Manager's Office,Awaiting Report,POR 2022 #164,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4178&MediaPosition=&ID=16925&CssClass=,"Report on a legal opinion on questions regarding Policy Order #11 from the September 12, 2022 City Council meeting."
AR-22-64,City Manager's Office,Awaiting Report,POR 2022 #166,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16939&CssClass=,Report on t detailing how other comparable municipalities handle their street corner dedication processes and on ways to honor those individuals who may not ultimately have a street corner named after them but who nonetheless deserve to have their names and accomplishments recognized.
AR-22-65,City Manager's Office,Awaiting Report,POR 2022 #167,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16940&CssClass=,Report on  continue to fund the meals program for the housed and unhoused members of the community for an additional six months.
AR-22-66,City Manager's Office,Awaiting Report,POR 2022 #168,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16941&CssClass=,Report on  a plan to install “Walls of Honor” at each home baseball and softball field honoring past and current coaches and volunteers.
AR-22-67,City Manager's Office,Awaiting Report,POR 2022 #170,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16942&CssClass=,Report on necessary preparations for the next Housing Committee meeting in the discussion on potentially allowing multifamily housing to be built citywide.
AR-22-68,City Manager's Office,Awaiting Report,POR 2022 #174,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16943&CssClass=,Report on touring the facility at 2222 Massachusetts Avenue regarding transitioning the facility into a non-congregate homeless shelter with accompanying services.
AR-22-69,City Manager's Office,Awaiting Report,POR 2022 #142,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16988&CssClass=,Report on a community process on the future use of 105 Windsor Street.
AR-22-70,City Manager's Office,Awaiting Report,POR 2022 #188,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17119&CssClass=,Report on the legislation passed by the Somerville City Council banning limited services pregnancy centers.
AR-22-71,City Manager's Office,Awaiting Report,POR 2022 #179,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17121&CssClass=,Report on convening an advisory group to determine ways in which the City can work to lift up the voices and experiences of the descendants of the Indigenous People who currently reside in our community.
AR-22-72,City Manager's Office,Awaiting Report,POR 2022 #184,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17122&CssClass=,"Report on outlining the efficacy of the Private Property Rodent Control Program and the SMART Digital Rodent Control Boxes, and any changes being contemplated to these current programs."
AR-22-73,City Manager's Office,Awaiting Report,POR 2022 #185,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17125&CssClass=,"Report on working with the Law Dept., to automatically provide an initial legal opinion to the City Council and the City Clerk at least three business days in advance of the first Public Hearing on any amendment to the Code of Ordinances formally introduced in the City Council."
AR-22-74,City Manager's Office,Awaiting Report,POR 2022 #187,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17126&CssClass=,Report on installing a new irrigation system in Danehy Park as soon as possible and better prepare for tree watering efforts in the future and report on any needed or ongoing irrigation improvements to other parks across the city.
AR-22-75,City Manager's Office,Awaiting Report,POR 2022 #180,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4181&MediaPosition=&ID=17193&CssClass=,"Report on receiving input from the Vision Zero, Pedestrian, Bicycle Committee, the Council on Aging, the Transit Advisory Committee, the Commission for Persons with Disabilities Advisory Board, Cambridge Police Department, and any other departments, to review and revise the Cambridge Street Code, promulgate the updated guide throughout the city, and develop recommendations for staffing and methods of improving traffic enforcement."
AR-22-76,City Manager's Office,Awaiting Report,POR 2022 #265,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4181&MediaPosition=&ID=17195&CssClass=,"Report on updating the posted City Council rules on the website and other locations where posted, to properly reflect the change made to Rule 24c that adds the sentence “individuals will be heard in the order that they signed up whether they are participating in person or remotely."
AR-22-77,City Manager's Office,Awaiting Report,POR 2022 #276,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4183&MediaPosition=&ID=17346&CssClass=,"Report on reviewing the proposed language for Ordinance #2022-18, as amended in Committee and report their findings."
AR-22-78,City Manager's Office,Awaiting Report,POR 2022 #277,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4183&MediaPosition=&ID=17347&CssClass=,Report on meeting with the LBJ tenant community to address their concerns about undesirable and threatening behavior in and near the LBJ Apartment building.
AR-22-79,City Manager's Office,Awaiting Report,POR 2022 #282,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4185&MediaPosition=&ID=17524&CssClass=,"Report on meeting with and receiving input from residents living on the streets in the impacted area to discuss strategies to mitigate and reduce overflow and cut through traffic, including the aforementioned proposals, or other traffic calming or traffic diversion methods."
AR-22-80,City Manager's Office,Awaiting Report,POR 2022 #267,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4185&MediaPosition=&ID=17526&CssClass=,"Report on providing a comprehensive list of current Cambridge policies that impact the cost of local commercial and residential development and those that are known to be in the pipeline, to note whether similar policies exist in the neighboring cities of Boston and Somerville"
AR-22-81,City Manager's Office,Awaiting Report,POR 2022 #289,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4185&MediaPosition=&ID=17527&CssClass=,"Report on setting a goal for participation in Green Plus and how to improve marketing and communication efforts for the CCE program and consider door to door outreach, and mailings which have been effective for other efforts to be sent to all Cambridge CCE participants marketing the 100% renewable option."
AR-22-82,City Manager's Office,Awaiting Report,POR 2022 #290,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4185&MediaPosition=&ID=17528&CssClass=,Report on extending the Outdoor Dining Policy and continue to allow winter outdoor dining as has been the case in the last two years.
AR-22-83,City Manager's Office,Awaiting Report,POR 2022 #307,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4187&MediaPosition=&ID=17631&CssClass=,"Report on determining how the City could adopt G.L. c. 40, sec. 60B, created under the Municipal Modernization Act, which allows cities and towns, through their respective legislative bodies, to provide for Workforce Housing Special Tax Assessments Zones (WH–STA) as an incentive to create middle-income housing."
AR-22-84,City Manager's Office,Awaiting Report,POR 2022 #310,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4189&MediaPosition=&ID=17715&CssClass=,Report on working with the residents at 931 Massachusetts Avenue to identify and provide a short-term parking spot in front of 931 Massachusetts Avenue.
AR-22-85,City Manager's Office,Awaiting Report,POR 2022 #311,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4189&MediaPosition=&ID=17716&CssClass=,Report on organizing a vaccine clinic in December which will provide gift cards to residents who receive a COVID19 vaccination or booster.
AR-23-1,City Manager's Office,Awaiting Report,POR 2023 #2,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4249&MediaPosition=&ID=17943&CssClass=,Report on researching if the Barrett et al. Petition would need to be refiled should there be a Letter of Commitment attached to the rezoning.
AR-23-2,City Manager's Office,Awaiting Report,POR 2023 #10,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4251&MediaPosition=&ID=17997&CssClass=,"Report on the need for a special permitting process for cannabis dispensaries, special permitting fees and bicycle parking requirements that are required of local recreational cannabis dispensaries, to provide a report on how the special permit process, and these requirements may impact these businesses, to determine whether these requirements may need to be modified or eliminated,"
AR-23-3,City Manager's Office,Awaiting Report,POR 2023 #11,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4251&MediaPosition=&ID=17998&CssClass=,"Report on determining the feasibility of purchasing the property located at 37 Brookline Street, former home of Peter Valentine, with the intent of utilizing this as a community arts space."
AR-23-4,City Manager's Office,Awaiting Report,POR 2023 #13,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18270&CssClass=,Report on establishing the framework that will allow for the immediate elimination of the bicycle parking fees imposed upon Economic Empowerment and Social Equity applicants and cannabis dispensary operators.
AR-23-5,City Manager's Office,Awaiting Report,POR 2023 #15,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18291&CssClass=,"Report on beginning the process of obtaining police body worn cameras for the Cambridge Police Department, and to work with all appropriate Departments to produce policy recommendations that would allow body worn camera usage while also not violating civil liberties in compliance with the City's Surveillance Ordinance."
AR-23-6,City Manager's Office,Awaiting Report,POR 2023 #16,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18293&CssClass=,Report on determining the best ways to promote bike safety with a particular focus on expanding the distribution of bike lights throughout the City.
AR-23-7,City Manager's Office,Awaiting Report,POR 2023 #17,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18294&CssClass=,"Report on providing publicly-accessible traffic stop, arrest and citation police data on a new Procedural Justice Dashboard."
AR-23-8,City Manager's Office,Awaiting Report,POR 2023 #20,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18297&CssClass=,Report on exploring additional less-than-lethal alternatives that pose the smallest risk of injury when deployed for standard issue in the Cambridge Police Department.
AR-23-9,City Manager's Office,Awaiting Report,POR 2023 #23,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18303&CssClass=,"Report on engaging a third party, independent firm/consultant or university partner to review and examine the Cambridge Police Department’s policies and practices regarding de-escalation methods, mental health calls for service, training, and more."
AR-23-10,City Manager's Office,Awaiting Report,POR 2023 #24,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18304&CssClass=,Report on engaging with community groups and the City’s existing multi-member bodies to design the next iteration of the Cambridge Community Electricity Aggregation program.
AR-23-11,City Manager's Office,Awaiting Report,POR 2023 #25,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18305&CssClass=,"Report on reviewing the current state of mental health resources, particularly for underserved communities, within the Cambridge Health Alliance."
AR-23-12,City Manager's Office,Awaiting Report,POR 2023 #26,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18306&CssClass=,Report on options of how to increase overnight resident street parking in the vicinity of Rogers Street.
AR-23-13,City Manager's Office,Awaiting Report,POR 2023 #32,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18667&CssClass=,Report on evaluating the feasibility of financially supporting free meals for all students for the School Year 2023/24.
AR-23-14,City Manager's Office,Awaiting Report,POR 2023 #35,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18669&CssClass=,Report on expanding public process on services and offer new opportunities based on recommendations from the Council using HOME-ARP funds.
AR-23-15,City Manager's Office,Awaiting Report,POR 2023 #33,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18711&CssClass=,Report on continuation of Riverbend Park closures on Saturdays and Sundays.
AR-23-16,City Manager's Office,Awaiting Report,POR 2023 #34,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18712&CssClass=,Report on Police Details and the need for having armed vs. unarmed officers and the possibility of having civilian flaggers.
AR-23-17,City Manager's Office,Awaiting Report,POR 2023 #19,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18713&CssClass=,Report on the feasibility of automated traffic enforcement as well as using unarmed CPD traffic details for future discussion Automated/Unarmed Traffic Enforcement.
AR-23-18,City Manager's Office,Awaiting Report,POR 2023 #42,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18714&CssClass=,Report on creating a policy that will ensure the City is notified whenever a high-rise building over six floors experiences elevator failures.
AR-23-19,City Manager's Office,Awaiting Report,POR 2023 #43,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18715&CssClass=,"Report on the feasibility of installing Automated External Defibrillator's at all public parks and practice fields, and any other public place as appropriate."
AR-23-20,City Manager's Office,Awaiting Report,POR 2023 #47,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18716&CssClass=,Report on the feasibility of providing municipally-funded housing vouchers similar to programs in Somerville and Boston.
AR-23-21,City Manager's Office,Awaiting Report,POR 2023 #48,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18746&CssClass=,"Report on funding the HEART initiative and negotiate a contract for services with HEART, to include but not limited to HEART responding to certain 911 calls."
AR-23-22,City Manager's Office,Awaiting Report,POR 2023 #53,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18840&CssClass=,"Report on providing a license agreement, as well as direct financial and regulatory support for the continued and uninterrupted operation of Starlight Square."
AR-23-23,City Manager's Office,Awaiting Report,POR 2023 #56,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19044&CssClass=,Report on providing a legal opinion which clarifies the state law on zoning petition signature requirements to ensure clarity and lawful deliberation in the future.
AR-23-24,City Manager's Office,Awaiting Report,POR 2023 #57,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19045&CssClass=,Report on providing free menstrual products in all gender bathrooms particularly Public Library branches and all city owned buildings.
AR-23-25,City Manager's Office,Awaiting Report,POR 2023 #59,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19046&CssClass=,Report on developing a three-year plan to expand and improve After School Care.
AR-23-26,City Manager's Office,Awaiting Report,POR 2023 #60,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19047&CssClass=,Report on reviewing the Citizens Zoning Petition received from Michael Monestime et al. regarding Outdoor Use Zoning for the Central Square Cultural District (APP 2023 #12) for form and content.
AR-23-27,City Manager's Office,Awaiting Report,POR 2023 #67,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19054&CssClass=,"Report on providing a legal opinion on the earliest possible date that potential changes to the charter could be voted on by the electorate, assuming the Charter Review Committee submits proposed changes to the City Council by the new December 31, 2023 deadline."
AR-23-28,City Manager's Office,Awaiting Report,POR 2023 #72,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19169&CssClass=,"Report on bringing together a working group to conduct outreach through neighborhood groups including the Fresh Pond Residents Alliance, and any other nearby neighborhood groups and city departments, in order to discuss and review options for use of the BB&N; Field."
AR-23-29,City Manager's Office,Awaiting Report,POR 2023 #78,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4262&MediaPosition=&ID=19291&CssClass=,"Report on working with CDD, Law Department, the Assessor’s Office, and any other relevant departments to produce final draft ordinance language for the BEUDO amendments based on the CDD proposal as amended by the Ordinance Committee at its April 26, 2023 hearing."
AR-23-30,City Manager's Office,Awaiting Report,POR 2023 #79,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4262&MediaPosition=&ID=19292&CssClass=,"Report on working with DPW and relevant City departments and the Committee on Public Planting to consider ideas proposed during the Health and Environment Committee meeting on April 25, 2023, and to prepare a brief report outlining action items within the City’s UFMP which can be implemented as soon as this year and develop recommendations to update regulations regarding native species planting practices in light of climate change affecting the species that should be planted in the City."
AR-23-31,City Manager's Office,Awaiting Report,POR 2023 #75,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4263&MediaPosition=&ID=19391&CssClass=,"Report on directing the Community Development Department to promptly draft a zoning petition to be considered for filing by the City Council, based upon the proposed Affordable Housing Overlay amendments now before the Housing Committee."
AR-23-32,City Manager's Office,Awaiting Report,POR 2023 #82,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4263&MediaPosition=&ID=19400&CssClass=,Report on the feasibility of purchasing available property from Lesley University to address City goals.
AR-23-33,City Manager's Office,Awaiting Report,POR 2023 #83,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4263&MediaPosition=&ID=19404&CssClass=,Report on recommending how the City can publish legal notices using online newspapers.
AR-23-34,City Manager's Office,Awaiting Report,POR 2023 #85,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19509&CssClass=,Report on funding and implementing the grant proposal submitted to DOE GTO to design and implement a community-scale geothermal heating and cooling system in Cambridge.
AR-23-35,City Manager's Office,Awaiting Report,POR 2023 #86,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19510&CssClass=,"Report on the use of several parcels of land along Webster Avenue to accomplish Envision goals, including how to best ensure that the acquisition of these parcels results in additional affordable housing and open space."
AR-23-36,City Manager's Office,Awaiting Report,POR 2023 #87,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19511&CssClass=,Report on the goal of lowering the speed limit as much as possible on all state highways that fall within Cambridge’s geographic boundaries.
AR-23-37,City Manager's Office,Awaiting Report,POR 2023 #88,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4265&MediaPosition=&ID=19658&CssClass=,"Report on the policy for releasing the names of officers involved in any use of force incident, up to and including those incidents resulting in injury or death."
AR-23-38,City Manager's Office,Awaiting Report,POR 2023 #93,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4265&MediaPosition=&ID=19659&CssClass=,Report on the legal opinion whether Cambridge could permanently switch to the MWRA water supply.
AR-23-39,City Manager's Office,Awaiting Report,POR 2023 #98,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4265&MediaPosition=&ID=19660&CssClass=,Report on the legal opinion whether the City could fund affordable housing construction through a bond issue.
AR-23-40,City Manager's Office,Awaiting Report,POR 2023 #105,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19796&CssClass=,Report on working group tasked with establishing plans for a citywide celebration to mark the 20th anniversary of the legalization of same-sex marriage in the Commonwealth of Massachusetts.
AR-23-41,City Manager's Office,Awaiting Report,POR 2023 #99,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19820&CssClass=,Report on a new phone number and email address for Inclusionary Tenants to utilize for complaints and emergency issues as they arise.
AR-23-42,City Manager's Office,Awaiting Report,POR 2023 #106,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19821&CssClass=,Report on adequate funding to fully repair the irrigation system in Danehy Park.
AR-23-43,City Manager's Office,Awaiting Report,POR 2023 #108,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19823&CssClass=,"Report on whether the Fire Department, the Police Department, Emergency Communications Department, Traffic, Parking and Transportation Department, the Department of Public Works and the Harvard Square Business Association determine that  permanent automatic bollards are feasible in the area of Winthrop Street."
AR-23-44,City Manager's Office,Awaiting Report,POR 2023 #110,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19825&CssClass=,"Report on the legal opinion on whether the city could, without violating state law, use traffic cameras, regulated under the Surveillance Ordinance, to inform motorists of potential traffic violations or dangerous actions, without issuing any citations or formal warnings."
AR-23-45,City Manager's Office,Awaiting Report,POR 2023 #124,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20088&CssClass=,"Report on the issuing of an RFP calling for an agency that will lead the City through a community process with all stakeholders that will include community education, feedback, location possibilities, and potential legal issues as it relates to Overdose Prevention Centers."
AR-23-46,City Manager's Office,Awaiting Report,POR 2023 #126,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20089&CssClass=,"Report on the coordination between relevant departments, local business associations, and local businesses to communicate to all retail businesses operating in Cambridge to encourage them to keep doors closed when operating cooling systems and inform them of other energy saving tools."
AR-23-47,City Manager's Office,Awaiting Report,POR 2023 #123,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20090&CssClass=,Report on the Law Department's review of the proposed amended ordinance language and  provide an explanation of the legal standard that is used to compel changes or deny projects reviewed by the Historical
