"Unique Identifier","Department","Category","Policy Order","Link","Description"
"AR-24-20","City Manager's Office","Awaiting Report","POR 2024 #49","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4477&MediaPosition=&ID=23431&CssClass=","Report on proposed near-term amendments to the Parking and Transportation Demand Management Ordinance and the Zoning Ordinance to allow flexibility for property owners to share off-site parking with nearby properties, if necessary, to mitigate the loss of parking resulting from the installation of separated bicycle facilities due to implementation of the Cycling Safety Ordinance"
"AR-24-21","City Manager's Office","Awaiting Report","POR 2024 #51","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4477&MediaPosition=&ID=23433&CssClass=","Report on a community meeting held with residents of Appleton and surrounding streets in the Huron and Brattle Street neighborhoods to review their findings and discuss options for addressing the neighbors' concerns, including the possibility of restricting traffic entering from the Brattle onto Appleton Street from the hours of 3-7 PM"
"AR-24-22","City Manager's Office","Awaiting Report","POR 2024 #61","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4479&MediaPosition=&ID=24028&CssClass=","Report on the summary of city efforts related to PFAS concerns, an update on educational information that can be shared with the community that outline actions individuals can take to reduce their exposure to PFAS, and provide an overview of the federal and state regulatory environment for PFAS in the wastewater stream."
"AR-24-23","City Manager's Office","Awaiting Report","POR 2024 #63","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4480&MediaPosition=&ID=24235&CssClass=","Report back to the Human Services and Veterans Committee on an issued RFP calling for an agency that will lead the City through a community process that will include, but not be limited to, community education, community feedback, location possibilities, potential legal issues and will include feedback from all neighborhoods, including but not limited to; seniors, businesses and places of worship, the Cambridge Police Department, the Cambridge Fire Department, Pro Ambulance, the Cambridge Health Alliance, shelters, nonprofits working with those experiences substance use disorder, and individuals experiencing substance use disorder themselves."
"AR-24-24","City Manager's Office","Awaiting Report","POR 2024 #66","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4481&MediaPosition=&ID=24320&CssClass=","Report on work done with relevant City departments and the Cambridge Arts Council to consider whether Cambridge could facilitate a porchfest event."
"AR-24-25","City Manager's Office","Awaiting Report","POR 2024 #68","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4482&MediaPosition=&ID=24442&CssClass=","Report on implementing more robust ticketing and parking enforcement measures near the intersection of Norman Street and Belmont Street."
"AR-24-26","City Manager's Office","Awaiting Report","POR 2024 #69","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4482&MediaPosition=&ID=24443&CssClass=","Requested to clarify why the Wage Theft Enforcement Committee has not yet been appointed and to swiftly appoint the committee as called for in the Wage Theft Ordinance."
"AR-24-27","City Manager's Office","Awaiting Report","POR 2024 #71","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4482&MediaPosition=&ID=24444&CssClass=","Provide a list of current zoning initiatives along with CDD’s recommendations for a timeline for completing each of the zoning initiatives in order for the Council to confirm zoning priorities."
"AR-24-28","City Manager's Office","Awaiting Report","POR 2024 #72","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4482&MediaPosition=&ID=24445&CssClass=","Provide a written outreach plan for engaging the community related to the processes underway in Central Square."
"AR-24-29","City Manager's Office","Awaiting Report","POR 2024 #73","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4482&MediaPosition=&ID=24446&CssClass=","Requested to provide the draft Request for Information for the 84 & 96 Bishop Allen Drive to the City Council for review and comment."
"AR-24-30","City Manager's Office","Awaiting Report","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4482&MediaPosition=&ID=24448&CssClass=","Requested to provide to the City Council a detailed justification for the increased fees for Youth Centers for the 2024-2025 school year."
"AR-24-31","City Manager's Office","Awaiting Report","POR 2024 #76","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4483&MediaPosition=&ID=24487&CssClass=","Provide an update to the Municipal Facilities Improvement Plan (MFIP) including revised cost estimates to help inform the FY26 and ongoing capital budget priorities in a timely manner."
"AR-24-32","City Manager's Office","Awaiting Report","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4484&MediaPosition=&ID=24697&CssClass=","Report back on exploring with the MBTA how to best ensure that the public art, Gift of the Wind, is preserved."
"AR-24-33","City Manager's Office","Awaiting Report","POR 2024 #82","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4484&MediaPosition=&ID=24732&CssClass=","Report on developing a policy and systems to ensure that an infrastructure safety audit is made to intersections where a crash results in a serious injury and implement needed safety improvements."
"AR-24-34","City Manager's Office","Awaiting Report","POR 2024 #84","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4484&MediaPosition=&ID=24737&CssClass=","Report on how have community events and ways to inform residents of all efforts to improve driving, cycling, and pedestrian safety and educate residents on how best to safely follow the rules when using roadways."
"AR-24-35","City Manager's Office","Awaiting Report","POR 2024 #92","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4572&MediaPosition=&ID=24920&CssClass=","Report back to the City Council with an update on the Children Savings Accounts Program with the East Cambridge Savings Bank."
"AR-24-36","City Manager's Office","Awaiting Report","POR 2024 #88","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4572&MediaPosition=&ID=24921&CssClass=","Provide a plan for keeping residents, businesses and public safety officials informed about the status of current and future inter-jurisdictional transportation projects."
"AR-24-37","City Manager's Office","Awaiting Report","POR 2024 #93","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4572&MediaPosition=&ID=24922&CssClass=","That the City Manager is requested to work with relevant City departments to consider a number of city application processes and find ways to reduce paper and printing waste."
"AR-24-39","City Manager's Office","Awaiting Report","POR 2024 #96","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4572&MediaPosition=&ID=25018&CssClass=","The City Manager is requested to reach out to the Executive Director of the Cambridge Housing Authority to explore the feasibility of utilizing the large screen televisions in the community rooms of CHA buildings to enable seniors living in these buildings to participate in (via public comment) and view City Council meetings as they are held"
"AR-24-40","City Manager's Office","Awaiting Report","POR 2024 #98","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4572&MediaPosition=&ID=25019&CssClass=","The City Manager is requested to take the necessary actions to ensure the City’s Gold Star Pool remains open through the end of September 2024, and shall be ready to open at the start of June 2025, three weeks earlier than the pool opened this year."
"AR-24-41","City Manager's Office","Awaiting Report","POR 2024 #99","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4572&MediaPosition=&ID=25020&CssClass=","The City Manager is requested to direct the appropriate City staff to work with the City of Somerville to address the parking signage on Seven Pines Avenue."
"AR-24-42","City Manager's Office","Awaiting Report","POR 2024 #100","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4572&MediaPosition=&ID=25021&CssClass=","The City Manager is requested to work with all relevant city and state departments to amend the Do Not Enter sign at the entrance of Whittemore Avenue from Alewife Brook Parkway to include an exception for abutters."
"AR-24-43","City Manager's Office","Awaiting Report","POR 2024 #106","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4572&MediaPosition=&ID=25022&CssClass=","The City Manager is requested to work with relevant staff and departments to conduct outreach to Cambridge colleges and universities about the pilot University Pass Program and coordinate with the MBTA and report back to the City Council on these outreach efforts."
"AR-24-44","City Manager's Office","Awaiting Report","POR 2024 #108","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4572&MediaPosition=&ID=25023&CssClass=","The City Manager is requested to work with the Law Department to provide a legal opinion on whether Cambridge can enact a local ordinance or regulation similar to H.3685, which would prohibit associations from unreasonably restricting the use of a solar energy system, or whether the City should submit a Home Rule Petition to ensure access to solar energy for residents."
"AR-24-45","City Manager's Office","Awaiting Report","POR 2024 #109","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4572&MediaPosition=&ID=25024&CssClass=","The City Manager is requested to work with relevant departments to review climate leading heating and cooling regulations and direct the appropriate departments to develop and implement a policy that aligns with Cambridge’s climate leadership to ensure that City operated buildings have default temperatures that align with health and sustainability best practices , including differing guidelines for workplace occupancy hours and outside of business hours."
"AR-24-46","City Manager's Office","Awaiting Report","POR 2024 #112","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4576&MediaPosition=&ID=25122&CssClass=","City Manager is requested to direct the appropriate City staff to prioritize the repair of the water bubbler at Anderson Tennis Courts on Pemberton Street."
"AR-24-47","City Manager's Office","Awaiting Report","POR 2024 #115","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4576&MediaPosition=&ID=25124&CssClass=","The City Manager is requested to direct the appropriate City staff to provide a comprehensive report outlining the City's knowledge of the garbage chute issues at 1 Leighton Street."
"AR-24-48","City Manager's Office","Awaiting Report","POR 2024 #116","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4576&MediaPosition=&ID=25126&CssClass=","The City Manager is requested to direct the appropriate City staff to enact policy that will extend the priority period for Social Equity and Equity Empowerment cannabis business applicants for a period of six months to one year, or until guidance has been received from the Cannabis Control Commission."
"AR-24-49","City Manager's Office","Awaiting Report","POR 2024 #119","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4576&MediaPosition=&ID=25128&CssClass=","The City Manager is requested to work with relevant departments to provide a status update on the implementation of the PACE program and provide resources and information for property owners; and provide any recommendations for expanding PACE adoption."
"AR-24-50","City Manager's Office","Awaiting Report","POR 2024 #120","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4576&MediaPosition=&ID=25130&CssClass=","The City Manager is requested to provide an update on progress towards providing a recommendation for changes to the existing ordinance and a report on the impact of the Short-Term Rentals in Cambridge, including how enforcement happens and how many units are registered and available."
"AR-24-51","City Manager's Office","Awaiting Report","POR 2024 #123","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4576&MediaPosition=&ID=25134&CssClass=","The City Manager is requested to provide a status Update on Automated Parking Enforcement."
"AR-24-52","City Manager's Office","Awaiting Report","POR 2024 #117","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4577&MediaPosition=&ID=25489&CssClass=","The City Manager direct the Community Development Department (CDD) and the Law Department to draft zoning language based on the proposal discussed at the Housing Committee to eliminate exclusionary zoning and allow up to six stories of multifamily housing in all residential districts."
"AR-24-53","City Manager's Office","Awaiting Report","POR 2024 #124","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4577&MediaPosition=&ID=25494&CssClass=","at the City of Cambridge assist companies, institutions, and other organizations in adopting truck safety requirements for their fleets and finding trucking vendors who are able to comply by providing an informational resource and publicizing those that comply."
"AR-24-54","City Manager's Office","Awaiting Report","POR 2024 #125","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4577&MediaPosition=&ID=25495&CssClass=","t the City Manager is hereby requested to work with relevant departments to review Cambridge’s curb cut policies and report back on if they can be improved to help meet the City’s transportation and sustainability goals with some proposed updates and draft ordinance language designating City staff as the final approval authority for curb cuts."
"AR-24-55","City Manager's Office","Awaiting Report","POR 2024 #118","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4577&MediaPosition=&ID=25492&CssClass=","That the City Manager directs CDD to hold public meetings to inform the Cambridge community about the proposed changes before any public hearings of the Ordinance Committee and the Planning Board on this topic."
"AR-24-56","City Manager's Office","Awaiting Report","POR 2024 #127","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4578&MediaPosition=&ID=25717&CssClass=","That the City Manager is requested to direct the appropriate City staff to schedule at least one hazardous waste day and one paper shredding event per year to be held on a Sunday."
"AR-24-57","City Manager's Office","Awaiting Report","POR 2024 #128","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4578&MediaPosition=&ID=25718&CssClass=","That the City Manager is requested to direct the appropriate DPW officials to immediately address this issue so that foul substances no longer leak from the DPW garbage trucks."
"AR-24-58","City Manager's Office","Awaiting Report","POR 2024 #131","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4578&MediaPosition=&ID=25720&CssClass=","That the City Manager is requested to confer with the Finance Department, Law Department, and other relevant departments to explore the feasibility of a successor program to Rise Up Cambridge."
"AR-24-59","City Manager's Office","Awaiting Report","POR 2024 #135","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4579&MediaPosition=&ID=25801&CssClass=","The City Manager is requested to direct the appropriate City departments to assess the feasibility of installing speed control bumps on Antrim Street."
"AR-24-60","City Manager's Office","Awaiting Report","POR 2024 #138","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4579&MediaPosition=&ID=25802&CssClass=","That the City Manager be and is hereby requested to report back to the City Council on the Pathways to Removing Obstacles to Housing (PRO Housing) NOFO as soon as possible."
"AR-24-61","City Manager's Office","Awaiting Report","POR 2024 #137","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4580&MediaPosition=&ID=25923&CssClass=","The City Manager is requested to work with the appropriate departments to produce the petition(s) necessary to accomplish the goal of lowering the speed limit as much as possible on all state highways that fall within Cambridge’s geographic boundaries, including and especially Memorial Drive."
"AR-24-62","City Manager's Office","Awaiting Report","POR 2024 #142","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4582&MediaPosition=&ID=26078&CssClass=","The City Manager is requested to work with the Community Development Department to provide an update on the status of the Resident Experiences of Inclusion and Bias in Inclusionary Housing in Cambridge report’s recommendations, including progress on implementation and planned next steps."
"AR-24-63","City Manager's Office","Awaiting Report","POR 2024 #145","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4584&MediaPosition=&ID=26170&CssClass=","The City Manager is requested to direct the appropriate City staff to prominently incorporate recognition of the Massachusett Tribe during key official events, documents, websites, and communications, establish a living memorial in Cambridge that honors the Massachusett Tribe, with special recognition of Sqa Sachem for her leadership and enduring legacy and place a plaque with this language in a prominent location within City Hall, ensuring that this acknowledgment remains visible and lasting and report back."
"AR-24-64","City Manager's Office","Awaiting Report","POR 2024 #144","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4584&MediaPosition=&ID=26200&CssClass=","The City Manager is requested to work with relevant City departments to prepare a Home Rule Petition to enact legislation which would allow the City of Cambridge to prohibit associations from unreasonably restricting the use of a solar energy system."
"AR-24-65","City Manager's Office","Awaiting Report","POR 2024 #146","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4584&MediaPosition=&ID=26201&CssClass=","The City Manager is requested to work with the Law Department to draft a home rule petition for the creation of a Cambridge Jobs Training Trust, and report back to the City Council in a timely manner."
"AR-24-66","City Manager's Office","Awaiting Report","POR 2024 #148","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4584&MediaPosition=&ID=26202&CssClass=","The City Manager is requested to work with relevant City departments to prepare a draft home rule petition to authorize the City of Cambridge to implement automated parking enforcement technology; and to continue to work with the City of Boston to collaborate on the home rule process."
"AR-24-67","City Manager's Office","Awaiting Report","POR 2024 #152","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4586&MediaPosition=&ID=26296&CssClass=","The City Manager is requested to work with relevant City departments to review with a robust and inclusive community process the Cambridge Bicycle Plan, most recently updated in 2020, and identify potential improvements and consider next steps for a network of Separated Bicycle Facilities, and Separated Bicycle Facilities on streets across the city in order to facilitate safer travel and ways to coordinate routes with neighboring communities including Arlington, Somerville, Watertown, Belmont, Boston, and others."
"AR-24-68","City Manager's Office","Awaiting Report","POR 2024 #153","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4630&MediaPosition=&ID=26497&CssClass=","The City Manager is requested to work with the Traffic, Parking and Transportation Department and Harvard University to restore Garden Street to two-way automobile traffic while preserving two-way protected bike lanes, preserving as much parking on and/or near Garden Street as possible and identifying potential areas for resident parking on neighboring streets and communicating the changes to the affected neighborhood."
"AR-24-69","City Manager's Office","Awaiting Report","POR 2024 #151","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4630&MediaPosition=&ID=26498&CssClass=","The City Manager is requested to work with relevant City departments and encourage the state Massachusetts Department of Environmental Protection and the MBTA to adhere to Cambridge local ordinances, including the Cambridge Asbestos Protection Ordinance, during Alewife Construction."
"AR-25-1","City Manager's Office","Awaiting Report","POR 2025 #1","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4632&MediaPosition=&ID=26969&CssClass=","That the City Manager report back on additional multi-family zoning considerations, along with the other amendments put forward by the City Council on December 23, 2024."
"AR-25-2","City Manager's Office","Awaiting Report","POR 2025 #3","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4633&MediaPosition=&ID=27158&CssClass=","That the City Manager ensure staff work to Adherence to the existing prevailing wage ordinance, Maintenance of consistent wage rates, Provision of comprehensive employer-paid benefits and Development of a clear local employment strategy."
"AR-25-3","City Manager's Office","Awaiting Report","POR 2025 #4","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4633&MediaPosition=&ID=27159&CssClass=","The City Manager is requested to report back to the City Council with a update on the status and timeline for the completion of the Grand Junction Multiuse Path and how implementation between Gore Street and Little Binney could coincide with Phase 2 of the CSO implementation on Cambridge Street."
"AR-25-4","City Manager's Office","Awaiting Report","POR 2025 #7","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4633&MediaPosition=&ID=27160&CssClass=","That the City Manager is requested to work with relevant City departments to develop zoning recommendations, pursuant to M.G.L. c.40A §9B, for regulations to encourage the use of solar energy systems and protect solar access for Registered Solar Energy Systems that have been in existence for one year, per Ordinance Ch. 22.60, specifically on structures over 4 stories."
"AR-25-5","City Manager's Office","Awaiting Report","POR 2025 #10","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4634&MediaPosition=&ID=27429&CssClass=","The City Manager is requested to work with relevant City departments to prepare a report on the use of M.G.L. Ch. 40U to determine which local statutes can be enforced by the local-option procedure in order to better collect fines in violation of Cambridge ordinances and provide a recommendation to the City Council for implementation of Ch. 40U procedures."
"AR-25-6","City Manager's Office","Awaiting Report","POR 2025 #11","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4644&MediaPosition=&ID=27767&CssClass=","The City Manager is requested to work with the Traffic, Parking and Transportation Department to investigate safety improvements such as signalization to the intersection of Cardinal Medeiros Avenue, Cambridge Street, and Warren Street, and to implement these changes as soon as possible."
"AR-25-7","City Manager's Office","Awaiting Report","POR 2025 #12","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4644&MediaPosition=&ID=27770&CssClass=","The City Manager is requested to work with appropriate departments to prepare a communication to DCR Commissioner Arrigo, urging that a study of traffic conditions at the intersections of Western Avenue and River Street at Memorial Drive and Soldiers Field Road (commonly referred to as “the box”), be included in their FY26 Capital Plan."
"AR-25-8","City Manager's Office","Awaiting Report","POR 2025 #13","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4644&MediaPosition=&ID=27774&CssClass=","The City Manager is requested to create a plan with a schedule and milestones to move forward with the creation of a Municipal Broadband Network and present it for consideration by the Council at a Finance Committee meeting in the context of capital projects for coming years."
"AR-25-9","City Manager's Office","Awaiting Report","POR 2025 #14","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4644&MediaPosition=&ID=27776&CssClass=","The City Manager is requested to confer with the relevant departments about exploring how the Traffic, Parking and Transportation Department can advance protection of Cambridge students and other bus riders as authorized by the two new Massachusetts laws."
"AR-25-10","City Manager's Office","Awaiting Report","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4646&MediaPosition=&ID=27918&CssClass=","The City Manager is requested to direct the appropriate City staff to explore potential actions the City can take to mitigate the impact of Eversource price hikes."
"AR-25-11","City Manager's Office","Awaiting Report","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4646&MediaPosition=&ID=27920&CssClass=","The City Manager is requested to exert all appropriate influence on EZ Ride and Passio to take immediate and concrete steps to fully resolve tracking deficiencies and improve real-time transit accuracy for riders."
"AR-25-12","City Manager's Office","Awaiting Report","POR 2025 #21","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4646&MediaPosition=&ID=27921&CssClass=","The City Manager is requested to work with all appropriate Departments to develop language to create an “Affordable Rent Incentive Program” program for Cambridge and to report back to the City Council with option, including the percentage of possible tax abatements."
"AR-25-13","City Manager's Office","Awaiting Report","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4646&MediaPosition=&ID=27922&CssClass=","The City Manager is requested to commit to prioritizing snow removal from crosswalks and pedestrian islands for the rest of this and future snow seasons and direct appropriate City staff to generate a policy for prioritizing snow removal from crosswalks and pedestrian islands after snow storms."
"AR-25-14","City Manager's Office","Awaiting Report","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4646&MediaPosition=&ID=27923&CssClass=","The City Manager is requested  to work with the Law Department to draft a home rule petition allowing Cambridge to end the practice of property owners passing on broker’s fees to tenants."
"AR-25-15","City Manager's Office","Awaiting Report","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4646&MediaPosition=&ID=27924&CssClass=","The City Manager is requested to work with relevant departments to create a plaque to be placed at the entrance of or inside City Hall that demonstrates the values that the Cambridge City Council upholds of the separation of church and state and gender equality."
"AR-25-17","City Manager's Office","Awaiting Report","POR 2025 #31","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4646&MediaPosition=&ID=27938&CssClass=","The City Manager is requested to appoint the members of a working committee tasked with integrating the objectives of both the Task Force to Examine the Status and Wellbeing of the City’s African American/Black Population and the Commission on the Status of Black Men and Boys into a unified, actionable framework (Report Back in 30 days)"
"AR-25-18","City Manager's Office","Awaiting Report","POR 2025 #32","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4646&MediaPosition=&ID=27939&CssClass=","The City Manager is requested to direct the appropriate City departments to draft language to create an Ordinance to insure that vacant store fronts and commercial properties keep their properties in safe and clean conditions."
"AR-25-19","City Manager's Office","Awaiting Report","POR 2025 #34","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4646&MediaPosition=&ID=27940&CssClass=","The City Manager provide the Council with a report before May 31, 2025, that includes a summary of all requests for approval of Surveillance Technology Impact Reports received by the city council during the prior year pursuant to Section 2.128.030 or Section 2.128.040 of the Surveillance Ordinance, including whether the City Council approved, disapproved, or required modifications to the Surveillance Technology Impact Reports received, for the Council to review and adopt"
"AR-25-16","City Manager's Office","Awaiting Report","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4647&MediaPosition=&ID=27919&CssClass=","The City Manager is requested to direct the appropriate City staff to coordinate with the MBTA in finding ways in which to strengthen safety measures."
"AR-25-20","City Manager's Office","Awaiting Report","POR 2025 #36","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4647&MediaPosition=&ID=28174&CssClass=","That the City Manager is requested to confer with the Community Development Department to develop a timeline for the next Incentive Zoning Nexus Study."
"AR-25-21","City Manager's Office","Awaiting Report","POR 2025 #37","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4647&MediaPosition=&ID=28177&CssClass=","hat the City Manager is requested to work with the Office of the Housing Liaison and all relevant departments to ensure the successful implementation of an outreach and assistance campaign to provide broad and equitable access to eviction record sealing for eligible Cambridge tenants."
"AR-25-22","City Manager's Office","Awaiting Report","POR 2025 #38","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4647&MediaPosition=&ID=28178&CssClass=","at the City Manager is requested to work with the School Department, the Department of Public Works, and other relevant departments to open the publicly owned parking at the King Open/Cambridge Street Upper School Complex for either residential free parking or commercial parking opportunities during “off” hours."
"AR-25-23","City Manager's Office","Awaiting Report","POR 2025 #39","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4647&MediaPosition=&ID=28185&CssClass=","That the City Manager is requested to work with relevant City departments and institutional stakeholders currently operating some form of shuttle to explore options for a municipal transit pilot program."
"AR-25-24","City Manager's Office","Awaiting Report","POR 2025 #45","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4648&MediaPosition=&ID=28299&CssClass=","That the City Manager is requested to work with relevant City departments to do more outreach to residents, businesses, and property owners to communicate the drought status and take all measures to reduce nonessential water use citywide, and provide a report on citywide water usage and water supply."
"AR-25-25","City Manager's Office","Awaiting Report","POR 2025 #60","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4651&MediaPosition=&ID=29333&CssClass=","That the City Manager is requested to establish a Lost and Found program at Cambridge City Hall."
"AR-25-26","City Manager's Office","Awaiting Report","POR 2025 #63","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4651&MediaPosition=&ID=29335&CssClass=","That the City Manager is requested to confer with the Community Development Department to assemble a list of public and private spaces available to the public, indoors and outdoors, noting contact information and any associated requirements, ensuring that there are public meeting places identified in each neighborhood."
"AR-25-27","City Manager's Office","Awaiting Report","POR 2025 #66","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4652&MediaPosition=&ID=29405&CssClass=","That the City Manager investigate bike pod storage options to be placed in suitable areas in the City to provide residents and visitors safe storage options."
"AR-25-28","City Manager's Office","Awaiting Report","POR 2025 #67","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4652&MediaPosition=&ID=29406&CssClass=","That the City Manager is requested to prepare an update with details on the status of potential civilian flagger operations in the Cambridge police union contract and work with relevant city staff to explore a civilian traffic flagger program and update the current police union contract on the City's website."
"AR-25-29","City Manager's Office","Awaiting Report","POR 2025 #72","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4653&MediaPosition=&ID=29509&CssClass=","That the City Manager is requested to work with the School Department, the Department of Public Works, and other relevant departments to ensure that all city owned parking lots, with a focus on school complexes, including the still under construction parking at Tobin/Darby Vassal school complex, could be made available for after-hours use by residents."
